@relation pcrs
@attribute student_num integer
@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute course real
@attribute exm real
@attribute is_online integer
@attribute la35_c real
@attribute la35_np integer
@attribute la35_s integer
@attribute la35_ts integer
@attribute la36_c real
@attribute la36_np integer
@attribute la36_nrp integer
@attribute la36_s integer
@attribute la36_ts integer
@attribute la37_c real
@attribute la37_np integer
@attribute la37_s integer
@attribute la37_ts integer
@attribute la39_c real
@attribute la39_np integer
@attribute la39_s integer
@attribute la39_ts integer
@attribute la41_c real
@attribute la41_np integer
@attribute la41_s integer
@attribute la41_ts integer
@attribute la42_c real
@attribute la42_np integer
@attribute la42_s integer
@attribute la42_ts integer
@attribute la45_c real
@attribute la45_np integer
@attribute la45_nrp integer
@attribute la45_s integer
@attribute la45_ts integer
@attribute la47_c real
@attribute la47_np integer
@attribute la47_s integer
@attribute la47_ts integer
@attribute la48_c real
@attribute la48_np integer
@attribute la48_nrf integer
@attribute la48_nrp integer
@attribute la48_s integer
@attribute la48_ts integer
@attribute la49_c real
@attribute la49_np integer
@attribute la49_s integer
@attribute la49_ts integer
@attribute la50_c real
@attribute la50_np integer
@attribute la50_s integer
@attribute la50_ts integer
@attribute la52_c real
@attribute la52_np integer
@attribute la52_s integer
@attribute la52_ts integer
@attribute la54_c real
@attribute la54_np integer
@attribute la54_s integer
@attribute la54_ts integer
@attribute la55_c real
@attribute la55_np integer
@attribute la55_s integer
@attribute la55_ts integer
@attribute la56_c real
@attribute la56_np integer
@attribute la56_nrp integer
@attribute la56_s integer
@attribute la56_ts integer
@attribute la57_c real
@attribute la57_np integer
@attribute la57_nrp integer
@attribute la57_s integer
@attribute la57_ts integer
@attribute la58_c real
@attribute la58_np integer
@attribute la58_s integer
@attribute la58_ts integer
@attribute la59_c real
@attribute la59_np integer
@attribute la59_nre integer
@attribute la59_nrp integer
@attribute la59_s integer
@attribute la59_ts integer
@attribute la60_c real
@attribute la60_np integer
@attribute la60_s integer
@attribute la60_ts integer
@attribute la61_c real
@attribute la61_np integer
@attribute la61_nre integer
@attribute la61_nrp integer
@attribute la61_s integer
@attribute la61_ts integer
@attribute la62_c real
@attribute la62_np integer
@attribute la62_nrp integer
@attribute la62_s integer
@attribute la62_ts integer
@attribute la63_c real
@attribute la63_np integer
@attribute la63_nre integer
@attribute la63_nrf integer
@attribute la63_nrp integer
@attribute la63_s integer
@attribute la63_ts integer
@attribute la64_c real
@attribute la64_np integer
@attribute la64_nre integer
@attribute la64_nrp integer
@attribute la64_s integer
@attribute la64_ts integer
@attribute la67_c real
@attribute la67_np integer
@attribute la67_nre integer
@attribute la67_nrp integer
@attribute la67_s integer
@attribute la67_ts integer
@attribute la68_c real
@attribute la68_np integer
@attribute la68_nrp integer
@attribute la68_s integer
@attribute la68_ts integer
@attribute la82_c real
@attribute la82_np integer
@attribute la82_s integer
@attribute la82_ts integer
@attribute la83_c real
@attribute la83_np integer
@attribute la83_s integer
@attribute la83_ts integer
@attribute la84_c real
@attribute la84_np integer
@attribute la84_nrf integer
@attribute la84_nrp integer
@attribute la84_s integer
@attribute la84_ts integer
@attribute la87_c real
@attribute la87_np integer
@attribute la87_nrf integer
@attribute la87_nrp integer
@attribute la87_s integer
@attribute la87_ts integer
@attribute la91_c real
@attribute la91_np integer
@attribute la91_s integer
@attribute la91_ts integer
@attribute tst real
@data
2591,0.9456521739130435,0.8894230769230769,0.875,0.9,0.8666666666666667,1,1.0,0,6,1444949827731,1.0,0,0,24,1445101801354,1.0,0,18,1445046354263,1.0,0,30,1446165638270,1.0,0,15,1444271162882,1.0,0,3,1448038701354,1.0,0,0,18,1445047436717,1.0,0,39,1444409756276,1.0,1,0,0,12,1444270846661,1.0,0,9,1443640615829,1.0,0,6,1443640729968,1.0,0,3,1443640761922,1.0,0,3,1443640228579,0.0,-1,3,1443640463226,1.0,0,0,6,1447174927983,1.0,0,-1,3,1448319520219,1.0,0,15,1448319725037,1.0,0,5,0,21,1446165514272,1.0,0,18,1448834749168,1.0,0,-1,-1,3,1448038797086,1.0,0,-1,3,1447026227411,1.0,0,6,-1,0,24,1448039065467,1.0,0,1,0,9,1447174865538,1.0,0,8,0,30,1449264394964,1.0,0,0,9,1449263385390,1.0,0,3,1443064409289,1.0,0,36,1444269520002,1.0,0,3,0,15,1444270460873,1.0,0,7,0,39,1446225656434,1.0,0,33,1449251968855,0.9166666666666666
2592,0.9239130434782609,0.9711538461538461,0.8875,0.95,0.96,1,1.0,0,3,1444865200369,1.0,0,-1,3,1444866508087,1.0,0,27,1445130442898,1.0,0,6,1446079790709,1.0,0,42,1444368273738,1.0,0,12,1447892708103,1.0,0,0,9,1445131068595,1.0,0,3,1444372030634,1.0,0,0,0,21,1444340507368,1.0,0,3,1443760469908,1.0,0,3,1443760539151,1.0,0,3,1443760586385,1.0,0,3,1443760345217,0.0,-1,3,1443760264212,1.0,0,-1,3,1446864945511,1.0,0,-1,3,1448497736077,1.0,0,3,1448498008471,1.0,3,2,3,24,1446093540154,1.0,0,6,1448498403011,1.0,0,-1,0,6,1447889621117,0.0,0,0,42,1447182589722,1.0,0,0,1,0,21,1447891226515,1.0,0,0,0,12,1446864752904,1.0,0,10,0,36,1449169423322,1.0,1,1,15,1449168517627,1.0,0,3,1443125755140,1.0,0,3,1444257335639,1.0,0,1,0,42,1444263758345,1.0,0,2,0,18,1446095718771,1.0,3,27,1449192499656,0.8958333333333334
2593,0.8478260869565217,1.0,0.6375,0.72,0.5533333333333333,1,1.0,1,15,1445231972750,1.0,0,0,9,1445232532724,1.0,0,9,1445234670903,1.0,0,3,1446074929853,1.0,2,36,1444371668921,1.0,0,27,1448054819632,1.0,1,1,12,1445235404667,1.0,0,27,1444373207873,1.0,3,-1,1,24,1444363552258,1.0,0,3,1443625704936,1.0,1,9,1443625866162,1.0,0,3,1443626060637,1.0,0,6,1443624174089,0.0,-1,3,1443625038260,1.0,0,0,9,1447172709458,1.0,0,-1,3,1448991427905,1.0,0,3,1448991408170,1.0,0,11,0,42,1446075565869,1.0,0,6,1448991258008,1.0,0,-1,0,6,1448054301537,1.0,0,0,9,1447174431805,1.0,4,3,2,0,57,1449736389522,1.0,0,1,0,9,1447172482038,0.0,0,2,0,15,1449267001972,0.0,-1,-1,21,1449267277723,1.0,0,3,1443107569268,0.0,0,9,1444278567534,1.0,0,1,0,9,1444375271426,1.0,0,-1,-1,3,1446073792435,1.0,0,3,1449265917653,0.8541666666666666
2594,0.0,0.0,0.0,0.1,0.0,0,0.0,-1,30,1445021278507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1,33,1444409126163,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1,9,1444409720977,1.0,0,1,0,18,1444407847421,1.0,0,6,1443798603981,1.0,0,3,1443799187805,1.0,0,3,1443799225513,1.0,0,3,1443798216537,0.0,-1,3,1443798313817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,9,1444405663134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.625
2595,0.8913043478260869,0.8846153846153846,0.9625,0.92,0.9266666666666666,1,1.0,1,9,1445365833487,1.0,2,1,72,1445366345020,1.0,2,24,1445366829954,1.0,0,3,1446035514575,1.0,2,48,1445364595035,1.0,0,15,1447689573455,1.0,1,0,27,1445367406326,1.0,1,9,1445365392963,1.0,2,1,2,33,1445364491636,1.0,0,3,1443451238000,1.0,1,6,1443451427101,1.0,0,3,1443451457855,1.0,1,6,1445363431977,0.0,-1,3,1443451162954,1.0,0,0,9,1446652648802,1.0,0,0,9,1448468990510,1.0,0,21,1448469444040,1.0,0,-1,0,9,1446036147607,1.0,0,3,1448469693306,1.0,0,1,0,57,1447692988828,1.0,0,0,6,1446653297726,1.0,0,-1,0,0,9,1447692261194,1.0,0,0,0,9,1446652479929,1.0,0,12,0,54,1449027331956,1.0,0,0,27,1449025774301,1.0,0,3,1442873564170,1.0,1,9,1445363644123,1.0,1,-1,0,24,1445364360968,1.0,0,0,0,18,1446037093365,1.0,0,18,1449027734238,0.8333333333333334
2596,0.9347826086956522,0.9711538461538461,0.975,0.94,0.92,0,1.0,0,3,1445024339109,1.0,0,-1,3,1445025184302,1.0,0,3,1445024502340,-1,-1,-1,-1,1.0,0,3,1444422855155,1.0,0,3,1448036210106,1.0,0,-1,3,1445025737654,1.0,0,3,1444421957670,1.0,0,-1,-1,3,1444422285750,1.0,0,3,1443499979638,1.0,0,3,1443500128334,1.0,0,3,1443500197813,1.0,0,3,1443500339193,0.0,-1,3,1443500595134,1.0,0,-1,3,1446516963830,1.0,0,0,6,1448603051297,1.0,0,3,1448603117182,-1,-1,-1,-1,-1,-1,1.0,0,3,1448602834404,1.0,0,-1,-1,3,1448039294177,1.0,0,-1,3,1446564237907,1.0,0,-1,-1,0,6,1448038089527,1.0,1,2,1,15,1446516640499,1.0,0,-1,0,6,1449265008149,1.0,0,0,6,1449160147408,1.0,0,3,1443214113621,1.0,0,3,1444420007109,1.0,0,-1,-1,3,1444420838186,-1,-1,-1,-1,-1,-1,1.0,0,3,1449263673261,0.8958333333333334
2599,0.9021739130434783,0.9038461538461539,0.575,0.86,0.8466666666666667,1,1.0,0,3,1445029457621,1.0,0,-1,3,1445029828300,1.0,0,3,1445030562879,1.0,0,6,1446074961506,0.0,-1,21,1444360129653,1.0,0,3,1448057426174,0.0,-1,-1,6,1445031409450,1.0,0,3,1444439578404,1.0,0,-1,-1,3,1444358121749,1.0,0,3,1443660843913,1.0,0,3,1443660916133,1.0,0,3,1443660975936,1.0,0,3,1443660655773,0.0,-1,3,1443660729819,1.0,0,-1,3,1446999238639,1.0,0,-1,3,1448834968129,1.0,0,6,1448835010830,1.0,0,-1,0,6,1446075435235,1.0,0,3,1448901382938,1.0,0,-1,-1,3,1448057904209,1.0,0,-1,3,1447000346070,0.0,-1,-1,-1,-1,3,1448059162698,1.0,0,-1,-1,3,1446998747787,1.0,0,1,0,12,1449258190049,1.0,0,0,39,1449257782686,1.0,0,3,1443112170872,1.0,0,3,1444319669592,1.0,0,-1,-1,3,1444357630666,1.0,0,1,0,36,1446076796284,1.0,0,3,1449257351621,0.9791666666666666
2600,0.8478260869565217,0.9519230769230769,0.925,0.91,0.9133333333333333,1,1.0,1,9,1445221949308,1.0,1,0,12,1445224496621,1.0,1,36,1445225400905,1.0,0,21,1446160887722,1.0,1,84,1445207117430,1.0,1,18,1449356887868,1.0,2,0,156,1445431073659,1.0,1,33,1445431389819,1.0,1,0,0,21,1445202242865,1.0,1,18,1445140289880,1.0,1,6,1445140323472,1.0,1,6,1445141045470,1.0,1,6,1445140055795,0.0,-1,3,1443396885806,1.0,0,0,6,1446700658166,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,17,0,69,1446234722762,1.0,0,6,1449861829029,0.0,0,1,0,18,1449357370845,1.0,1,0,42,1449072840859,1.0,0,2,-1,0,12,1448049469482,1.0,1,4,1,27,1446700063867,1.0,2,4,1,33,1449861552800,1.0,1,0,24,1449860297296,1.0,0,9,1442949377030,1.0,1,21,1445199978651,1.0,0,-1,0,12,1443996284019,1.0,0,-1,0,24,1446231318117,1.0,0,3,1449265438402,0.8541666666666666
2601,0.8913043478260869,0.8221153846153846,0.875,0.78,0.7533333333333333,0,1.0,0,3,1445283591335,1.0,0,0,9,1445283893451,1.0,0,3,1445285392330,-1,-1,-1,-1,1.0,0,54,1444425702257,1.0,0,9,1448055798209,1.0,0,0,6,1445287146496,1.0,0,24,1444426757242,1.0,0,1,0,12,1444424440335,1.0,0,3,1443820164301,1.0,0,3,1443820250597,1.0,0,3,1443820289778,1.0,0,3,1443819834378,0.0,-1,3,1443820030982,-1,-1,-1,-1,-1,1.0,0,0,6,1449009432581,1.0,0,3,1449009788211,-1,-1,-1,-1,-1,-1,1.0,0,12,1449010230918,1.0,0,-1,0,9,1448057414985,-1,-1,-1,-1,-1,1.0,0,6,0,0,45,1448060271887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1444421563445,1.0,0,-1,0,6,1444422465181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.9583333333333334
2602,0.9565217391304348,0.18269230769230768,0.975,0.63,0.4533333333333333,1,1.0,0,3,1444697537190,1.0,0,-1,3,1444697616671,1.0,0,3,1444697294144,1.0,0,30,1446236719927,1.0,0,3,1444345810485,1.0,0,3,1448048420401,1.0,0,0,6,1444697457317,1.0,0,3,1444345960962,1.0,0,-1,-1,3,1444345694252,1.0,0,3,1443759113210,1.0,0,6,1443759336042,1.0,0,3,1443759397878,1.0,0,3,1443331797831,0.0,-1,3,1443331846065,1.0,0,-1,3,1447174085993,1.0,0,-1,3,1448995447079,1.0,0,3,1448995420853,1.0,0,2,0,12,1446185964635,1.0,0,63,1448588290007,1.0,0,-1,-1,3,1448048701818,1.0,0,0,6,1447042123543,1.0,0,-1,-1,-1,3,1448048812226,1.0,0,2,0,15,1447174019836,1.0,0,-1,-1,3,1449080513310,1.0,0,0,9,1449267476403,1.0,0,3,1442736518217,1.0,0,3,1444345210748,1.0,0,-1,-1,3,1444345585476,1.0,0,-1,0,6,1446236889653,1.0,0,3,1449071132550,0.7916666666666666
2604,0.8478260869565217,0.9615384615384616,0.8125,0.87,0.8133333333333334,1,1.0,0,3,1444791947910,1.0,0,0,6,1445227900599,1.0,0,3,1445227613046,1.0,0,3,1446161623761,1.0,0,3,1444349252184,1.0,0,6,1448038584156,1.0,0,0,6,1445227830349,1.0,0,30,1444352736933,1.0,0,-1,0,9,1444348186530,1.0,0,3,1443747751567,1.0,0,3,1443748133323,1.0,0,3,1443748404058,1.0,0,3,1443747192106,0.0,-1,3,1443747526905,1.0,0,-1,3,1447187985350,1.0,0,-1,3,1448639779119,1.0,0,3,1448639825714,1.0,0,-1,-1,3,1446164105458,1.0,0,12,1448640088996,1.0,0,-1,-1,3,1448039362274,1.0,0,0,18,1447188379071,1.0,0,-1,-1,-1,3,1448038921873,1.0,0,1,0,9,1447191785392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,6,1443063232935,1.0,0,15,1444347526561,1.0,0,0,0,9,1444348006805,1.0,0,-1,-1,3,1446170866121,-1,-1,-1,-1,0.9375
2605,0.9347826086956522,1.0,0.925,0.88,0.8333333333333334,1,1.0,0,12,1444971103734,1.0,0,0,12,1444972161750,1.0,0,3,1445047356725,1.0,0,3,1446101865602,0.0,-1,6,1444365008226,0.0,-1,15,1448059161183,1.0,0,-1,3,1445049721323,-1,-1,-1,-1,0.0,-1,0,-1,27,1444433659971,1.0,0,3,1443587745200,1.0,0,3,1443587797470,1.0,0,3,1443588041473,1.0,0,3,1443586935786,0.0,-1,3,1443586984169,1.0,0,0,6,1447137092427,1.0,0,0,6,1448995189159,1.0,0,3,1448995210952,1.0,0,-1,0,6,1446183066400,1.0,0,51,1448995784277,-1,-1,-1,-1,-1,-1,1.0,1,1,45,1447141293596,-1,-1,-1,-1,-1,-1,-1,1.0,0,-1,0,6,1447056196113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1442803301630,1.0,0,27,1444273524495,1.0,0,-1,-1,3,1444347313039,1.0,0,1,0,66,1446176471246,-1,-1,-1,-1,0.9375
2606,0.9021739130434783,0.0,0.0,0.11,0.0,0,1.0,0,3,1445239380599,1.0,0,0,12,1445266817715,1.0,0,6,1445270915774,-1,-1,-1,-1,1.0,0,9,1444376602221,-1,-1,-1,-1,1.0,0,0,9,1445271604371,1.0,0,9,1444377260891,1.0,0,-1,0,6,1444374238161,1.0,0,3,1443677122749,1.0,0,6,1443677353748,1.0,0,3,1443677400758,1.0,0,3,1443676886598,0.0,-1,3,1443677010679,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1443159775742,1.0,0,21,1444364557626,1.0,0,1,0,9,1444373027623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0
2607,0.8260869565217391,0.5509615384615384,0.0,0.62,0.6733333333333333,0,1.0,1,6,1445113112033,1.0,0,0,105,1445222592264,1.0,0,33,1445223999893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,0,21,1445225650047,-1,-1,-1,-1,0.0,-1,-1,-1,6,1444435775167,1.0,0,3,1443330841232,1.0,0,3,1443330958520,1.0,0,3,1443331027403,1.0,0,9,1443330543466,0.0,-1,3,1443330723460,-1,-1,-1,-1,-1,0.0,-1,-1,6,1449010683304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1442783258382,0.0,-1,96,1444364741283,0.0,-1,-1,-1,12,1444360543563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.7916666666666666
2608,0.9239130434782609,0.0,0.0,0.19,0.0,0,1.0,0,33,1444776013617,1.0,0,0,36,1444775808338,1.0,0,33,1444786933369,0.0,-1,6,1445900270550,1.0,0,48,1444089962515,-1,-1,-1,-1,1.0,0,-1,3,1444787736709,1.0,0,42,1444180300446,1.0,0,1,0,21,1444090153308,1.0,0,3,1443486323280,1.0,0,9,1443486788374,1.0,0,9,1443486870992,1.0,0,3,1443486132205,0.0,-1,3,1443486244944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1442886489790,1.0,0,12,1444077714089,1.0,0,5,0,21,1444351334079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8958333333333334
2609,0.8804347826086957,0.9519230769230769,0.7625,0.78,0.66,1,1.0,0,3,1444954594046,1.0,0,-1,3,1445020175238,1.0,0,15,1445018949977,1.0,0,9,1446139284465,1.0,0,6,1444412527853,1.0,0,3,1447988882297,1.0,0,0,18,1445021357181,1.0,0,6,1444359649722,1.0,0,0,0,18,1444412862711,1.0,0,3,1443555455211,1.0,0,9,1443630917681,1.0,0,3,1443631099715,1.0,0,3,1443555020223,0.0,-1,3,1443555256077,1.0,0,0,6,1446912538977,1.0,0,0,6,1448562321111,1.0,0,3,1448562574499,1.0,0,6,0,24,1446140517425,1.0,0,3,1448562649540,1.0,0,-1,-1,3,1447989048881,1.0,0,-1,3,1446913709034,1.0,0,-1,-1,0,6,1447989152991,1.0,0,-1,0,6,1446912208478,1.0,0,10,0,51,1449261955241,1.0,0,-1,3,1449259319527,1.0,2,12,1443055045198,1.0,0,15,1444413217306,1.0,0,-1,0,6,1444358250516,1.0,0,0,0,12,1446141530606,1.0,0,3,1449261513075,0.875
2610,0.8478260869565217,0.9807692307692307,0.9375,0.92,0.9,1,1.0,1,9,1445218027985,1.0,1,1,21,1445218241741,1.0,0,57,1445223866642,1.0,2,21,1449894626386,1.0,2,48,1445202690778,1.0,1,12,1449981281156,1.0,0,0,21,1445224704522,1.0,3,63,1445202849372,1.0,1,1,0,24,1445202315474,1.0,2,18,1445115953848,1.0,1,45,1445116751945,1.0,1,9,1445116853187,1.0,2,9,1445115835893,0.0,-1,3,1443482762869,1.0,1,0,12,1449960634096,1.0,1,1,9,1450042585964,1.0,1,6,1450042614655,1.0,2,6,1,57,1449894933083,1.0,1,6,1450042782669,1.0,1,1,0,51,1449981565812,1.0,1,0,27,1449961196346,0.0,0,8,3,0,45,1449982041262,1.0,1,-1,0,12,1449960514141,1.0,2,4,0,54,1450049241863,1.0,1,0,21,1450048488269,1.0,1,6,1445109718325,1.0,1,36,1445200450455,1.0,2,0,0,18,1445201946563,1.0,2,8,0,105,1449895491075,1.0,1,12,1450049682343,0.875
2612,0.8586956521739131,0.8269230769230769,0.3125,0.69,0.5533333333333333,1,1.0,0,3,1445045741820,1.0,0,-1,3,1445046402983,1.0,0,6,1445049600842,1.0,0,3,1446164935506,1.0,0,3,1444416593789,1.0,0,24,1448048425807,1.0,0,0,6,1445052091061,1.0,0,45,1444420020051,1.0,0,-1,-1,3,1444416341754,1.0,0,3,1443808679309,1.0,0,9,1443810409946,1.0,0,3,1443810472648,1.0,0,3,1443808334725,0.0,-1,3,1443808455341,1.0,0,0,9,1447182643419,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,0,15,1446225841408,-1,-1,-1,-1,1.0,0,-1,0,6,1448048910738,1.0,0,0,30,1447185685737,1.0,0,4,-1,0,21,1448049231927,1.0,1,5,1,48,1447182597436,1.0,0,4,0,18,1449260019093,1.0,0,-1,3,1449259558003,1.0,0,3,1443209794765,1.0,0,9,1444414597841,1.0,0,-1,0,6,1444415951493,1.0,0,-1,-1,3,1446226009761,1.0,0,3,1449260341282,0.8958333333333334
2613,0.9239130434782609,1.0,0.95,0.88,0.82,1,1.0,0,3,1445015316433,1.0,0,0,9,1445015666573,1.0,0,6,1445019492201,1.0,0,6,1446053950290,1.0,0,12,1444411965360,1.0,0,12,1448038644759,1.0,0,0,6,1445100490930,1.0,0,9,1444412814598,1.0,0,0,0,9,1444411020812,1.0,0,3,1443372828890,1.0,0,3,1443372909072,1.0,0,3,1443372963906,1.0,0,6,1443372393740,0.0,-1,3,1443372675049,1.0,0,0,6,1446770245756,1.0,0,-1,3,1448987077416,1.0,0,3,1448987143288,1.0,0,-1,0,24,1446081442478,1.0,0,3,1448987358259,1.0,0,-1,0,6,1448041928831,1.0,0,-1,3,1446773365694,1.0,0,0,-1,0,9,1448042380394,1.0,0,1,0,15,1446769958882,1.0,0,3,0,15,1449254418597,1.0,0,0,18,1449253804845,1.0,1,6,1443140857326,1.0,0,3,1443998422513,1.0,0,-1,0,6,1444410528714,1.0,0,1,0,9,1446214710226,1.0,0,6,1449254770376,0.8541666666666666
2614,0.8804347826086957,0.9519230769230769,0.875,0.92,0.9,1,1.0,0,3,1444851659527,1.0,0,0,63,1444853079791,1.0,0,24,1444854472290,1.0,0,3,1445925384633,1.0,0,33,1444030434746,1.0,0,9,1447739007258,1.0,0,0,6,1444854685505,1.0,0,18,1444031039397,1.0,0,3,0,33,1444029263163,1.0,0,6,1443421644004,1.0,0,3,1443428582748,1.0,0,3,1443428641198,1.0,0,3,1443396517209,0.0,-1,3,1443421469397,1.0,0,-1,3,1446344861457,1.0,0,0,6,1448833627087,1.0,0,3,1448833741006,1.0,0,2,0,12,1445926001105,1.0,0,3,1448833990665,1.0,0,-1,0,12,1447742611727,1.0,0,0,39,1446344437975,1.0,0,2,0,0,18,1447743088302,1.0,0,-1,-1,3,1446344740870,1.0,0,8,0,30,1449094338525,1.0,0,-1,3,1449093103463,1.0,1,12,1442781053598,1.0,0,3,1444026875273,1.0,0,-1,0,15,1444028202516,1.0,0,-1,0,33,1446020569343,1.0,0,3,1449095564670,0.9375
2615,0.9347826086956522,0.9903846153846154,0.95,0.88,0.8133333333333334,1,1.0,2,9,1450024851766,1.0,1,0,51,1450024968756,1.0,1,96,1450025890435,1.0,1,30,1450032988191,1.0,3,111,1449996718891,1.0,1,24,1450040998981,1.0,2,1,117,1450026073898,1.0,2,153,1449996889607,1.0,4,0,2,45,1449996639486,1.0,3,18,1449994750354,1.0,2,9,1449994788019,1.0,3,12,1449994815673,1.0,2,9,1449994637517,0.0,-1,6,1449994666299,1.0,1,1,9,1450035874786,1.0,1,1,12,1450042678425,1.0,1,27,1450042731935,1.0,1,12,0,72,1450033496502,1.0,1,48,1450043063335,1.0,1,2,1,51,1450041206338,1.0,1,0,24,1450037860695,1.0,1,14,0,0,72,1450041526291,1.0,1,-1,0,18,1450035788612,1.0,0,-1,0,6,1450045293649,1.0,0,0,27,1450044957426,1.0,3,24,1449990379846,1.0,3,18,1449996249089,1.0,5,0,4,39,1449996582194,1.0,1,2,0,30,1450033999138,1.0,0,15,1450047177366,0.8958333333333334
2618,0.9130434782608695,0.9615384615384616,0.8125,0.65,0.47333333333333333,1,1.0,0,3,1445012430591,1.0,0,-1,3,1445013351959,1.0,0,84,1445290241265,1.0,0,3,1446059534117,1.0,4,24,1444261000297,1.0,0,3,1448048451828,1.0,0,0,21,1445290604206,1.0,1,93,1444345723708,1.0,0,4,0,21,1444260059555,1.0,0,3,1443484844122,1.0,0,27,1443543763478,1.0,0,18,1443543967574,1.0,0,24,1443484510376,0.0,-1,3,1443484682290,1.0,0,0,27,1447017759250,1.0,0,0,12,1448748088561,1.0,0,3,1448748218863,1.0,0,7,0,27,1446140121535,1.0,2,9,1448748868822,1.0,0,-1,-1,3,1448048661614,1.0,0,-1,3,1447095278551,1.0,0,-1,-1,0,6,1448048828001,1.0,0,-1,0,6,1447017158068,1.0,0,15,0,51,1449265887027,1.0,0,0,21,1449265517096,1.0,1,9,1443035084463,1.0,0,36,1444244424131,1.0,0,-1,0,117,1444339002414,1.0,0,-1,0,36,1446140267741,1.0,0,21,1449265627863,0.5833333333333334
2619,0.9456521739130435,1.0,0.8,0.97,0.98,1,1.0,0,6,1444948171099,1.0,0,0,6,1444948390213,1.0,0,3,1444949065250,1.0,0,3,1446086363741,1.0,0,3,1444356011679,1.0,0,9,1447979032552,1.0,0,-1,3,1444950313218,1.0,0,3,1444356445315,1.0,0,-1,0,12,1444355780175,1.0,1,9,1443757092929,1.0,1,6,1443757383338,1.0,1,6,1443757481124,1.0,0,3,1443755563162,0.0,-1,3,1443755596530,1.0,0,0,12,1446843199200,1.0,0,0,12,1448828494400,1.0,0,18,1448828737388,1.0,0,-1,-1,3,1446086860349,1.0,0,6,1448835178341,1.0,0,-1,0,18,1447991928555,0.0,-1,-1,30,1446845065502,1.0,0,7,1,0,42,1447993746848,1.0,0,1,0,12,1446842937261,1.0,0,6,0,24,1449203435344,1.0,0,0,6,1449199774215,1.0,0,3,1443060472970,1.0,0,24,1444353099619,1.0,0,-1,0,6,1444354879793,1.0,0,1,0,9,1446088397012,1.0,0,3,1449203046822,1.0
