la56_c,la31_mints,la18_mints,la93_c,la13_c,la3_ts,la58_s,la42_mints,la53_ts,la93_s,la58_c,la44_ts,la13_s,la52_c,la97_c,la54_s,la91_s,la90_mints,la50_mints,la27_ts,la80_mints,la45_ts,la52_s,la97_s,la54_c,la91_c,la11_ts,la86_mints,la35_s,la81_ts,la37_c,la112_ts,la50_c,la12_ts,la35_c,la37_s,la0_mints,la50_s,la56_s,la31_s,la75_mints,la70_mints,la31_c,la17_mints,la79_c,la14_s,la95_c,la60_ts,la24_mints,la79_s,la107_ts,la4_mints,la14_c,la95_s,la5_ts,la41_mints,la99_c,la35_ts,la42_ts,la96_mints,la68_mints,la110_c,la44_mints,la19_c,la115_ts,la55_ts,la110_s,la7_mints,la19_s,la103_mints,la101_ts,la76_ts,la38_s,la112_s,la34_mints,la43_ts,la109_s,la110_mints,la32_ts,la56_mints,la10_ts,la26_ts,la112_c,la107_s,la87_ts,la109_c,la77_mints,la61_ts,la74_mints,la92_mints,la38_mints,la27_mints,la71_s,la93_mints,la4_ts,la71_c,la73_s,la22_mints,la77_c,la109_ts,la68_ts,la103_c,la75_s,la105_s,la77_s,la103_s,la75_c,la105_c,la101_s,la16_s,la61_mints,la67_ts,la2_ts,la101_c,la16_c,la113_ts,la51_mints,la115_mints,la12_s,la10_c,la54_ts,la59_c,la12_c,la22_ts,la52_mints,la10_s,la78_mints,la59_s,la16_mints,la57_s,la79_mints,la55_c,la23_ts,course_2,la57_c,la55_s,la108_ts,la51_c,la34_s,la53_s,la36_c,la51_s,la34_c,la111_mints,la53_c,la36_s,la50_ts,la32_c,la100_c,la30_s,la65_mints,la34_ts,la97_mints,la32_s,la100_ts,la30_c,la29_mints,la15_s,la102_mints,course,la15_c,la14_ts,la9_ts,la24_ts,la108_c,la6_mints,la111_c,la18_c,la108_s,la90_ts,la31_ts,la111_s,la18_s,la106_s,la7_ts,la104_c,la25_ts,la39_c,la113_s,la106_c,la69_mints,la104_s,la69_ts,la39_s,la113_c,la8_ts,la82_mints,la28_ts,la48_mints,la70_c,la102_s,la30_mints,la89_mints,la102_c,la66_ts,la71_mints,la100_s,la17_c,la11_s,la2_mints,la15_ts,la37_ts,la1_c,la92_ts,la17_s,la11_c,la5_s,la3_c,la28_mints,la88_s,la105_ts,la5_c,la83_mints,la3_s,la104_mints,la88_c,la36_ts,la1_s,la10_mints,la84_c,la64_ts,la84_s,la67_mints,la104_ts,la95_mints,la80_c,la86_s,la84_mints,la103_ts,la30_ts,la80_s,la86_c,la64_c,la108_mints,la41_s,la45_mints,la66_s,la43_c,la64_s,la41_c,la66_c,la43_s,la47_c,la101_mints,la45_s,la87_mints,la47_s,la45_c,la94_ts,la49_s,la114_c,la82_c,la49_c,la29_ts,la82_s,la9_s,la7_c,la68_s,la9_c,la7_s,la102_ts,la68_c,la81_mints,la77_ts,la27_s,la23_mints,la25_c,la107_mints,la27_c,la25_s,la21_c,la62_mints,la23_s,la21_s,la95_ts,la64_mints,la23_c,la93_ts,la11_mints,la88_ts,la85_mints,la57_mints,la59_mints,la65_ts,la62_s,la47_mints,la60_c,la19_ts,la3_mints,la62_c,la99_s,la60_s,la70_ts,la6_s,la4_c,la6_c,la4_s,la0_c,la106_mints,la18_ts,la2_s,la0_s,la113_mints,la2_c,la28_s,la85_c,la28_c,la85_s,la81_c,la87_s,la81_s,la87_c,la49_mints,la40_s,la114_s,la96_ts,la42_c,la65_c,la71_ts,la40_c,la42_s,la65_s,la44_s,la88_mints,la33_mints,la44_c,la8_mints,la98_ts,la83_s,la48_c,la46_s,la83_c,la48_s,la46_c,la89_c,la8_c,la33_ts,la69_s,la107_c,la89_s,la60_mints,la8_s,la69_c,la26_s,la51_ts,la84_ts,la91_ts,la24_c,la26_c,la109_mints,la24_s,la38_ts,id,la100_mints,la22_s,la66_mints,la47_ts,la114_mints,la22_c,la99_mints,la38_c,la35_mints,la112_mints,la63_c,la79_ts,la20_s,la99_ts,la63_s,la20_c,la67_c,la105_mints,la61_s,la97_ts,la98_s,la67_s,la61_c,la49_ts,la54_mints,la78_ts,la39_ts,la1_ts,la56_ts,la110_ts,la46_ts,la74_ts,la13_mints,la73_mints,la13_ts,la43_mints,la29_s,la29_c,la21_mints,la82_ts,la48_ts,la92_c,la5_mints,la57_ts,la115_c,la75_ts,la106_ts,la92_s,la53_mints,la98_mints,la96_c,la90_s,la41_ts,la63_mints,la55_mints,la96_s,la58_ts,la90_c,la85_ts,la72_ts,la25_mints,la94_mints,la0_ts,la115_s,la46_mints,la83_ts,la91_mints,la94_s,la78_c,la1_mints,la94_c,la78_s,la16_ts,la32_mints,la80_ts,la72_mints,la21_ts,la111_ts,la98_c,la59_ts,la14_mints,la15_mints,la62_ts,la73_ts,la37_mints,la20_mints,la40_ts,la40_mints,la17_ts,la36_mints,la33_s,la70_s,la33_c,la74_c,la72_s,la114_ts,la20_ts,la52_ts,la76_mints,la74_s,la9_mints,la72_c,la12_mints,la86_ts,la63_ts,la76_c,la19_mints,la73_c,la58_mints,la76_s,la89_ts,la6_ts,la39_mints,la26_mints
1.0,1410509858247,1409814520278,-1,1.0,1410508884812,291,1411124051937,1411138139833,-1,1.0,1411128342875,295,1.0,-1,318,1798,1412321006827,1411124052335,1410514522229,1411728785369,1411128750861,252,-1,1.0,0.2,1410508884811,1412321006692,17,1411728785412,0,-1,0.166666666667,1410508884811,1.0,212,1409814517789,266,310,210,1411728785088,1411124053928,1.0,1409814520643,0.0454545454545,203,-1,1411141407418,1410509856593,1,-1,1409814517825,1.0,-1,1410508884811,1410509859195,-1,1410520407090,1411127667633,-1,1411124053861,-1,1411124051504,1.0,-1,1411138927723,-1,1409814518260,403,-1,-1,1411739988684,667,-1,1410509858002,1411127922869,-1,-1,1410517902323,1411124052907,1410508884811,1410514380429,-1,-1,1412336607569,-1,1411728785095,1411141625397,1411728784540,1412321006977,1410509858715,1410509855569,214,-1,1410508884810,0,143,1409814520768,1.0,-1,1411145965802,-1,214,-1,1599,-1,1.0,-1,-1,508,1411124053239,1411144185207,1410508884811,-1,1.0,-1,1411124052255,-1,263,1.0,1411138575587,1.0,1.0,1410508884811,1411124052698,236,1411728785254,19,1409814520226,333,1411728785307,1.0,1410508884811,-1,1.0,151,-1,1.0,307,240,1.0,264,1.0,-1,1.0,1497,1411136368488,1.0,-1,498,1411124053502,1410518594058,-1,212,-1,1.0,1410509857594,236,-1,0.533333333333,1.0,1410508884811,1410508884811,1410513831867,-1,1409814517868,-1,1.0,-1,1412321006827,1410517574917,-1,214,-1,1410508884812,-1,1410514101536,0,-1,-1,1411124053638,-1,1411147575630,522,-1,1410508884811,1412321006480,1410514774823,1411124052109,0,-1,1410509857858,1412321007024,-1,1411143904068,1411728784495,-1,1.0,425,1409814517744,1410508884811,1410524407559,1.0,1412321006977,605,1.0,15,1.0,1410509856224,877,-1,1.0,1412321006373,33,-1,0,1410524146662,96,1409814519212,0,1411142445964,686,1411124053781,-1,-1,0.210526315789,389,1412321006273,-1,1410516061355,1,0.75,1.0,-1,1580,1411124051646,168,1.0,90,0,1.0,49,1.0,-1,109,1412321006753,249,0,-1,277,-1,0,1.0,1410515318186,586,183,1.0,625,1.0,436,-1,1.0,1411728785412,1411741740536,117,1409814520706,1.0,-1,1.0,141,1.0,1411124053415,1639,383,-1,1411124053570,1.0,-1,1409814518729,1412338566469,1412321006557,1411124052833,1411124053102,1411143460175,79,1411124052034,1.0,1410508884811,1409814519331,1.0,-1,122,1411124053928,178,1.0,1.0,182,1.0,-1,1410508884811,228,56,-1,1.0,88,1.0,1.0,1691,0,1059,1,0.884615384615,1411124052178,1008,-1,-1,1.0,0,1411731753721,0,64,408,92,1412321006620,1410509858170,1.0,1409814518507,-1,1007,1.0,354,1.0,341,1.0,1.0,1.0,1410518200972,694,-1,1345,1411124053167,394,1.0,100,1411136863545,1412331316929,1412351165461,1.0,1.0,-1,382,1410525693598,13029117,-1,293,1411124053709,1411135283478,-1,1.0,-1,0,1410509858108,-1,0,1411728785307,318,-1,143,1.0,1.0,-1,41,-1,-1,78,1.0,1411135829417,1411124052531,1411748739318,1410528663609,1410508884811,1411140025029,-1,1411135032565,1411738988485,1409814519683,1411728785177,1410508884811,1411124051772,415,1.0,1409814520549,1412329638341,1411135517535,0,1409814517911,1411140354479,-1,1411739037872,-1,1,1411124052414,-1,-1,1,1410533841210,1411124053345,1411124052770,-1,1411140913181,0.4,1412333694140,1411732041806,1410509857284,-1,1410508884812,-1,1411124051867,1412329589538,1412321006924,-1,1.0,1409814517571,-1,1547,1410508884810,1410509858390,1411728785369,1411728785093,1410508884811,-1,-1,1411140983199,1409814519918,1409814520110,1411141947769,1411731556073,1410509858518,1409814520333,1410529937284,1410509858950,1410508884810,1410509858314,228,1,1.0,1.0,346,-1,1410508884811,1411137811394,1411728785213,381,1409814518948,0,1409814519385,1412334849207,1411142222004,1.0,1409814520410,0,1411124053008,595,1412344898139,1410508884811,1410509858607,1410509856884
1.0,1410351308609,1409745172422,1.0,1.0,1411846713767,37,1411063327878,1411846922772,866,1.0,1411846899423,274,1.0,0.7,325,3459,1411982720003,1411063328093,1411846853467,1411579543518,1411846902165,378,819,1.0,0.2,1411846806088,1411982719681,1446,1411987836235,0,1413628572985,1.0,1411846808479,1.0,473,1409745167410,37,347,399,1411579540678,1411063328751,1.0,1409745172585,1.0,280,1.0,1411846940026,1410351307472,1318,1413191427973,1409745167507,1.0,1513,1411846723252,1410351310311,1.0,1411846875934,1411846894206,-1,1411063328658,1.0,1411063327769,1.0,1413188914512,1411846926749,5500,1409745169010,717,1412604544188,1412943116259,1411675850715,2445,942,1410351308794,1411846896748,2077,1413188914217,1411846867490,1411063328382,1411846744318,1411846850776,0.166666666667,885,1412281375369,1.0,1411579542927,1411846942104,1411579543263,1411982720039,1410351309006,1410351306930,200,1412604543946,1411846717583,0,198,1409745173214,1.0,1413458925092,1411846960596,1.0,210,144,647,165,1.0,1.0,931,352,1411063328465,1411846957857,1411846709798,0.25,1.0,1413631149417,1411063328127,1413188914512,382,1.0,1411846924977,1.0,1.0,1411846839321,1411063328047,318,1411579543798,26,1409745171239,267,1411579543721,1.0,1411846842063,0.0666666666667,1.0,206,1413401995137,1.0,329,423,1.0,246,1.0,1413188914156,1.0,93,1411846914588,1.0,1.0,541,1411063328686,1411846873168,1412604544373,85,1412940048859,1.0,1410351308289,376,1412604544004,0.84,1.0,1411846814570,1411846736941,1411846844892,0.9375,1409745167642,0.838709677419,1.0,1892,1412323563547,1411846864660,1073,179,1069,1411846731140,1.0,1411846847630,0,849,0.944444444444,1411063328721,669,1411846963874,1052,1.0,1411846733616,1411982719442,1411846856158,1411063327956,0,105,1410351307935,1411982719816,1.0,1411846955178,1411579540594,1086,1.0,470,1409745167464,1411846819400,1411846881991,1.0,1412353048507,244,1.0,16,1.0,1410351306183,437,1412951477609,1.0,1411982719597,129,1412604544063,0,1411846878548,170,1409745169729,0,1411846950705,934,1411063328611,1412949797240,1412604543639,0.947368421053,563,1411982719316,1412947364847,1411846861903,741,0.75,1.0,1413188914356,2187,1411063327846,436,1.0,494,0,1.0,80,1.0,1412604543844,81,1411982719949,623,0,1412880258138,732,1.0,0,1.0,1411846858268,543,695,1.0,494,1.0,474,1412946701976,1.0,1411579543642,1411677753206,84,1409745173138,1.0,1413188914307,1.0,176,1.0,1411063328494,1532,821,1412889768114,1411063328588,1.0,1412872333272,1409745171535,1412286408667,1411982719526,1411063328275,1411063328306,1411846953274,219,1411063328012,1.0,1411846830829,1409745170647,1.0,768,93,1411846970648,23,1.0,1.0,92,1.0,1412604544327,1411846828369,167,75,1413188914465,1.0,185,1.0,0.5,1356,0.473684210526,903,2736,0.884615384615,1411063327921,955,4,-1,1.0,0,1411661509282,0,287,403,128,1411982719756,1410351308656,1.0,1409745168425,1412933971977,566,1.0,440,1.0,87,1.0,1.0,1.0,1411846869842,1145,0.0666666666667,1561,1411063328422,563,1.0,120,1411846916948,1412267784716,1412349084208,1.0,0.5,1413188914259,292,1411846884548,14467273,1412604543894,174,1411063328635,1411846907198,1413188914394,1.0,1412604543797,0,1410351308702,1413188914430,0,1412322214147,579,1412937305914,532,1.0,1.0,1412604544239,275,1412931192647,837,268,1.0,1411846912072,1411063328232,1411680749531,1411846887386,1411846705788,1411846929841,1413729027984,1411846904731,1411668413210,1409745171052,1411579540507,1411846811068,1411063327702,379,1.0,1409745172972,1412176105080,1411846909843,0.7,1409745167590,1411846932769,0,1411673455132,1412955067973,1085,1411063328160,1412604543726,-1,286,1411846891645,1411063328525,1411063328203,-1,1411846934987,1.0,1412273974113,1411663945999,1410351305558,1412604544128,1411846692857,1,1411063327813,1412236199283,1411982719898,455,1.0,1409745167539,1.0,1048,1411846822285,1410351308541,1411735856687,1411579540755,1411846836495,1413574575159,1.0,1411846937119,1409745172289,1409745171920,1411846944331,1411982856327,1410351308881,1409745172718,1411846889369,1410351309507,1411846825098,1410351308933,456,962,1.0,1.0,245,1413575509785,1411846832784,1411846920288,1411579543399,465,1409745170457,0,1409745172034,1412278137846,1411846946936,1.0,1409745172479,0,1411063328345,479,1412319941860,1411846728074,1410351309072,1410351304577
1.0,1410012957723,1409577079433,-1,1.0,1409692832841,1,1410911982065,1410964162112,-1,0,1410955899395,259,1.0,-1,392,-1,-1,1410911983362,1410017521811,-1,1410956679061,181,-1,1.0,-1,1410177453798,-1,1466,-1,0,-1,1.0,1409692833028,1.0,237,1409577064135,141,1158,808,-1,1410911986253,1.0,1409577080949,-1,219,-1,1410911985097,1410012948556,-1,-1,1409577064276,1.0,-1,1409693541122,1410012960930,-1,1410123334998,1410954968128,-1,1410911985941,-1,1410911982237,1.0,-1,1410967045090,-1,1409577066026,451,-1,-1,-1,643,-1,1410012957414,1410955517672,-1,-1,1410042837835,1410911984191,1410177455548,1410017303829,-1,-1,-1,-1,-1,1410911984956,-1,-1,1410012959560,1410012947115,-1,-1,1409692832982,-1,-1,1409577081495,-1,-1,1410911985941,-1,-1,-1,-1,-1,-1,-1,-1,197,1410911984956,1410911985863,1409692833044,-1,1.0,-1,1410911983831,-1,223,1.0,1410965158826,0,1.0,1409692832966,1410911983269,436,-1,1,1409577079558,210,-1,1.0,1410121393222,-1,1.0,294,-1,0.9,723,56,1.0,401,1.0,-1,1.0,61,1410960505194,1.0,-1,1107,1410911985675,1410049026429,-1,1196,-1,1.0,1410012954520,462,-1,0.146666666667,1.0,1410177456876,1410177450923,1410015377443,-1,1409577064432,-1,1.0,-1,-1,1410118739500,-1,202,-1,1410177444751,-1,1410016117715,0,-1,-1,1410911986097,-1,1410911986097,997,-1,1410177448517,-1,1410018065270,1410911982456,0,-1,1410012956067,-1,-1,1410911985769,-1,-1,1.0,377,1409577064010,1410177458267,1410167593873,1.0,-1,346,1.0,118,1.0,1410012944517,-1,-1,1.0,-1,35,-1,-1,1410166935688,147,1409577077167,-1,1410911985269,-1,1410911985863,-1,-1,-1,-1,-1,-1,1410035586389,-1,-1,0,-1,1409,1410911981847,1,1.0,1,0,0.666666666667,263,1.0,-1,188,-1,197,0,-1,506,-1,-1,0.8,1410019789772,-1,346,1.0,1,1.0,185,-1,0.642857142857,-1,-1,112,1409577081199,1.0,-1,1.0,137,1.0,1410911985394,1414,406,-1,1410911985269,1.0,-1,1409577076058,-1,-1,1410911984769,1410911985581,1410911985675,1,1410911982675,0,1409692833091,1409577069401,0,-1,1,1410911986253,264,1.0,1.0,139,1.0,-1,1410182195059,135,88,-1,1.0,286,-1,0,-1,-1,-1,-1,-1,1410911982956,742,-1,-1,1.0,0,-1,0,133,1,154,-1,1410012958179,1.0,1409577068854,-1,-1,1.0,273,-1,139,1.0,-1,1.0,1410046571395,1,-1,-1,1410911985097,381,0,118,1410965240715,-1,-1,1.0,0,-1,320,1410170808912,14471780,-1,307,1410911985769,1410958297710,-1,1.0,-1,0,1410012958445,-1,0,-1,981,-1,1,1.0,0.5,-1,1,-1,-1,1,0,1410960564642,1410911984331,-1,1410181587783,1410182078551,1410972800233,-1,1410958527603,-1,1409577071745,-1,1410177452517,1410911981675,875,1.0,1409577080245,-1,1410958654636,-1,1409577066995,1410973021021,-1,-1,-1,-1,1410911983487,-1,-1,-1,1410186082098,1410911985503,1410911983628,-1,1410911984456,-1,-1,-1,1410012952628,-1,1409692832950,-1,1410911982769,-1,-1,-1,-1,1409577063010,-1,-1,1409692832966,1410012957079,-1,-1,1410177460252,-1,-1,1410911985581,1409577078152,1409577078980,1410911985394,-1,1410012959346,1409577080714,1410182078786,1410012962539,1409692832857,1410012959147,1299,1,1.0,-1,-1,-1,1409692833075,1410962957890,-1,-1,1409577070136,-1,1409577076433,-1,1410911985503,-1,1409577079698,-1,1410911984456,-1,-1,1409692832857,1410012959919,1410012950037
1.0,1410255431388,1409734013298,1.0,1.0,1412860085130,652,1410863000262,1410972154785,2572,1.0,1410864615667,603,1.0,0.7,1095,1,1412252919038,1410863000684,1413279786532,1411559252221,1410865137036,605,1093,1.0,0.1,1412860085192,1412252918757,745,1411735753899,0,1413626398402,1.0,1412860085099,1.0,234,1409734008857,713,233,1043,1411559242362,1410863002758,0,1409734013438,0.954545454545,135,1.0,1411050034238,1410254885146,1752,1413830246629,1409734009117,1.0,2033,1409825279687,1410256106334,1.0,1410437379710,1410863428689,-1,1410863002072,0.555555555556,1410863000138,1.0,1413626398480,1411053932869,2,1409734009827,490,1412622314164,1412860299787,1411641419182,1249,2,1410255304554,1410863898109,2,1413279795409,1410362252533,1410863001167,1412860085239,1413279784255,0,63,1412338912772,0.0434782608696,1411559251066,1412349237339,1411559242206,1412252919210,1410256067125,1410254886897,271,1412622313649,1412860085208,0,236,1409734014018,1.0,1413626397731,1411129576024,0,1314,1,279,2,1.0,0,1178,312,1410863001604,1411125816361,1412860085083,0.25,1.0,1413833248285,1410863000621,1413279797317,281,1.0,1410975596323,1.0,1.0,1409920444058,1410863000824,288,1411559252346,21,1409734013228,902,1411559252470,1.0,1409928178289,1.0,1.0,389,1413626398168,1.0,989,84,1.0,367,1.0,1413279795608,1.0,16,1410955638749,1.0,0.928571428571,1355,1410863001900,1410541026697,1412622313664,202,1412854807116,1.0,1410255123210,449,1412622313992,0.6,1.0,1412860085114,1410348526146,1413279781789,0,1409734009247,0.838709677419,1.0,2,1412252919038,1410361607643,12,219,2,1410348525477,0,1413279782908,0,61,0,1410863002150,1,1411133473685,937,1.0,1410348525480,1412252918570,1413279789043,1410863000465,0,1,1410255177475,1412252918898,0,1411076165838,1411559242580,972,1.0,519,1409734008957,1412860085161,1410444237224,1.0,1412252919210,509,1.0,25,1.0,1410254905400,563,1412622314101,1.0,1412252918398,33,1412622314039,0,1410438562354,177,1409734011287,0,1411060802823,576,1410863002556,1412622314039,1412622313664,0.947368421053,908,1412252918476,1412679878219,1413279789529,1247,0.75,1.0,1413279795123,1272,1410862999872,169,1.0,1493,0,1.0,200,1.0,1412622313867,236,1412252918976,215,0,1412770061451,329,1.0,0,1.0,1413279789449,120,220,1.0,1149,1.0,564,1412622313992,1.0,1411559252564,1411642673289,72,1409734013948,1.0,1413279794864,0,136,0.833333333333,1410863001682,1823,357,1412781836494,1410863001744,1.0,1412860085146,1409734011697,1412342375430,1412252918820,1410863001230,1410863001479,1411131629288,460,1410863000746,1.0,1410348565818,1409734009037,1.0,1526,272,1411560023770,67,1.0,1.0,571,1.0,1412622314226,1409842087875,164,113,1413279796491,1.0,246,1.0,1.0,1464,0.473684210526,1012,2603,0.884615384615,1410863000543,618,5,-1,1.0,0,1411585041438,0,63,865,366,1412252918664,1410255666664,1.0,1409734010387,1412846998543,516,1.0,365,1.0,221,1.0,1.0,1.0,1410541088489,897,0.0666666666667,1522,1410863001292,734,1.0,176,1410956597218,1412260506224,1412252919147,1.0,0.5,1413279795758,492,1413883069454,14217863,1412622313820,150,1410863001978,1410943555565,1413279795883,1.0,1412622313930,0,1410255558033,1413279796153,0,1411656670016,501,1412860085146,645,1.0,1.0,1412622314101,64,1412860085192,1924,109,1.0,1410953831218,1410863001027,1411649587942,1413883032590,1412860085114,1411038508550,1413626397934,1410943262442,1411636407315,1409734012207,1411559242502,1410348526712,1410863000340,659,1.0,1409734013808,1412254347515,1410943852320,0,1409734009187,1411045703402,0,1411639924148,1412679878203,1,1410863000918,1412622313649,-1,1,1410528781036,1410863001822,1410863001089,-1,1412349248306,0.4,1412326705698,1411586839611,1410254885915,1412622313727,1409768858681,2,1410862999841,1412257346070,1412252919147,2466,1.0,1409734008797,1.0,1375,1409839789721,1410255793369,1411661916997,1411559242674,1410348532304,1413831471759,1.0,1411048667378,1409734012608,1409734013018,1411052106382,1411561425998,1410255993484,1409734013498,1410541213632,1410256182453,1409841009432,1410255884272,278,4,1.0,1.0,694,1413833542023,1409917434103,1410971832686,1411559252143,620,1409734010827,0,1409734011917,1412336135457,1411054293605,1.0,1409734013368,0,1410863001370,646,1412350414426,1409825614692,1410256126858,1410254886459
1.0,1409993244122,1409479035528,1.0,1.0,1414150524639,187,1410615831475,1414150525117,690,1.0,1414150525081,150,1.0,0.7,186,555,1411818378248,1410615832001,1414150524842,1411211779478,1414150525083,171,629,1.0,0.2,1414150524729,1411818377572,695,1414150525400,0,1414150525485,1.0,1414150524734,1.0,162,1409479032209,163,229,147,1411211778973,1410615832786,1.0,1409479035760,1.0,167,1.0,1414150525143,1409993243408,788,1414150525471,1409479032552,1.0,1548,1414150524685,1409993244788,1.0,1414150524982,1414150525077,-1,1410615832649,1.0,1410615831819,1.0,1413041086098,1414150525137,1522,1409479033200,374,1412423699456,1414150525460,1414150525308,340,798,1409993244051,1414150525078,1927,1413025683038,1414150524922,1410615832297,1414150524724,1414150524830,0.166666666667,554,1414150525435,1.0,1411211779289,1414150525144,1411211779003,1411818378625,1409993244423,1409993242907,199,1412423699191,1414150524665,0,110,1409479035775,1.0,1414150525483,1414150525178,1.0,156,147,274,132,1.0,1.0,831,266,1410615832491,1414150525170,1414150524624,0.25,1.0,1414150525485,1410615831953,1413025683248,174,1.0,1414150525122,1.0,1.0,1414150524792,1410615832057,74,1411211779463,21,1409479035487,219,1411211779418,1.0,1414150524793,0.0666666666667,1.0,234,1414150525472,1.0,176,82,1.0,183,1.0,1413025682869,1.0,111,1414150525102,1.0,1.0,296,1410615832511,1414150524960,1412423699311,204,1414150525453,1.0,1409993243837,195,1412423699499,0.853333333333,1.0,1414150524755,1414150524705,1414150524808,0.9375,1409479032612,0.838709677419,1.0,1176,1414150525438,1414150524906,1079,183,742,1414150524700,1.0,1414150524827,0,616,0.944444444444,1410615832710,351,1414150525185,750,1.0,1414150524700,1411818378052,1414150524851,1410615831781,0,118,1409993243982,1411818378542,1.0,1414150525168,1411211779312,934,1.0,257,1409479032506,1414150524763,1414150525012,1.0,1414150525446,250,1.0,35,1.0,1409993243637,261,1414150525479,1.0,1411818377929,68,1412423699528,0,1414150524995,75,1409479034932,0,1414150525167,406,1410615832568,1414150525465,1412423699148,0.947368421053,187,1411818377118,1414150525464,1414150524883,669,0.75,1.0,1413025682942,635,1410615831699,175,1.0,112,0,1.0,68,1.0,1412423699417,91,1411818378156,208,0,1414150525446,152,1.0,0,1.0,1414150524865,51,152,1.0,205,1.0,150,1414150525479,1.0,1411211779450,1414150525325,73,1409479035731,1.0,1413025682981,0.5,68,1.0,1410615832394,1450,295,1414150525447,1410615832421,1.0,1414150525447,1409479034482,1414150525436,1411818377799,1410615832196,1410615832370,1414150525167,71,1410615831849,1.0,1414150524790,1409479033862,1.0,897,107,1414150525206,107,1.0,1.0,130,1.0,1412423699606,1414150524810,155,97,1413025683156,1.0,79,1.0,1.0,1041,0.473684210526,681,1348,0.884615384615,1410615831900,380,9,-1,1.0,0,1414150525241,0,49,670,168,1411818377670,1409993244244,1.0,1409479033509,1414150525448,511,1.0,151,1.0,42,1.0,1.0,1.0,1414150524941,114,0.0666666666667,990,1410615832344,79,1.0,78,1414150525102,1414150525432,1414150525440,1.0,1.0,1413025682542,213,1414150525043,14466038,1412423699367,232,1410615832547,1414150525085,1413025683089,1.0,1412423699099,0,1409993244167,1413025683220,0,1414150525359,239,1414150525450,55,1.0,1.0,1412423699571,44,1414150525448,577,79,1.0,1414150525086,1410615832272,1414150525341,1414150525064,1414150524613,1414150525137,1414150525480,1414150525084,1414150525277,1409479034737,1411211779352,1414150524742,1410615831665,167,1.0,1409479035652,1414150525409,1414150525086,1.0,1409479032580,1414150525138,0.75,1414150525290,1414150525479,1170,1410615832102,1412423699275,-1,354,1414150525070,1410615832451,1410615832152,-1,1414150525139,1.0,1414150525433,1414150525256,1409993243175,1412423698721,1414150524603,4304,1410615831740,1414150525424,1411818378473,549,1.0,1409479032464,1.0,688,1414150524770,1409993244196,1414150525381,1411211779284,1414150524791,1414150525481,1.0,1414150525143,1409479035132,1409479035362,1414150525147,1414150525221,1409993244375,1409479035699,1414150525070,1409993244619,1414150524782,1409993244313,159,495,1.0,1.0,256,1414150525487,1414150524791,1414150525105,1411211779333,302,1409479033807,0,1409479033902,1414150525434,1414150525158,1.0,1409479035450,0,1410615832229,191,1414150525437,1414150524697,1409993244466,1409993242425
