la56_c,la31_mints,la18_mints,la93_c,la13_c,la3_ts,la58_s,la42_mints,la53_ts,la93_s,la58_c,la44_ts,la13_s,la116_mints,la52_c,la97_c,la54_s,la91_s,la90_mints,la50_mints,la27_ts,la80_mints,la45_ts,la52_s,la97_s,la54_c,la91_c,la11_ts,la86_mints,la54_ts,la81_ts,la37_c,la112_ts,la50_c,la12_ts,la35_c,la37_s,la0_mints,la50_s,la56_s,la31_s,la121_c,la75_mints,la70_mints,la31_c,la121_s,la17_mints,la126_ts,la79_c,la14_s,la95_c,la60_ts,la24_mints,la79_s,la107_ts,la4_mints,la117_mints,la14_c,la95_s,la5_ts,la41_mints,la99_c,la35_ts,la42_ts,la96_mints,la68_mints,la110_c,la44_mints,la19_c,la115_ts,la55_ts,la110_s,la7_mints,la19_s,la103_mints,la125_s,la101_ts,la123_c,la76_ts,la127_s,la38_s,la112_s,la34_mints,la43_ts,la109_s,la110_mints,la32_ts,la56_mints,la10_ts,la127_c,la26_ts,la112_c,la107_s,la87_ts,la109_c,la77_mints,la61_ts,la74_mints,la92_mints,la38_mints,la27_mints,la71_s,la93_mints,la4_ts,la71_c,la73_s,la22_mints,la77_c,la109_ts,la68_ts,la116_c,la103_c,la75_s,la105_s,la77_s,la116_s,la103_s,la75_c,la105_c,la101_s,la16_s,la123_ts,la118_s,la61_mints,la67_ts,la2_ts,la101_c,la16_c,la125_mints,la113_ts,la118_c,la51_mints,la115_mints,la12_s,la124_mints,la10_c,la35_s,la59_c,la12_c,la22_ts,la52_mints,la10_s,la78_mints,la59_s,la16_mints,la57_s,la79_mints,la55_c,la23_ts,la57_c,la55_s,la108_ts,la51_c,la34_s,la53_s,la36_c,la51_s,la34_c,la111_mints,la53_c,la36_s,la50_ts,la120_s,la32_c,la100_c,la122_c,la30_s,la65_mints,la34_ts,la97_mints,la32_s,la122_s,la100_ts,la30_c,la29_mints,la15_s,la102_mints,course,la15_c,la14_ts,la9_ts,la24_ts,la108_c,la124_s,la6_mints,la111_c,la18_c,la108_s,la124_c,la90_ts,la31_ts,la111_s,la18_s,la106_s,la7_ts,la104_c,la25_ts,la126_s,la39_c,la113_s,la106_c,la69_mints,la124_ts,la104_s,la69_ts,la126_c,la39_s,la113_c,la8_ts,la82_mints,la28_ts,la48_mints,la119_c,la70_c,la117_s,la102_s,la30_mints,la119_s,la117_c,la89_mints,la102_c,la66_ts,la71_mints,la100_s,la17_c,la11_s,la2_mints,la15_ts,la37_ts,la1_c,la92_ts,la17_s,la11_c,la5_s,la3_c,la28_mints,la88_s,la105_ts,la5_c,la83_mints,la3_s,la104_mints,la88_c,la36_ts,la127_mints,la122_ts,la1_s,la10_mints,la84_c,la64_ts,la84_s,la67_mints,la123_mints,la104_ts,la95_mints,la80_c,la86_s,la84_mints,la103_ts,la30_ts,la80_s,la86_c,la64_c,la108_mints,la41_s,la45_mints,la66_s,la43_c,la64_s,la121_mints,la41_c,la125_ts,la66_c,la43_s,la47_c,la120_c,la101_mints,la45_s,la87_mints,la119_mints,la47_s,la45_c,la94_ts,la49_s,la114_c,la82_c,la49_c,la29_ts,la82_s,la9_s,la7_c,la68_s,la9_c,la7_s,la102_ts,la68_c,la81_mints,la77_ts,la27_s,la23_mints,la25_c,la107_mints,la27_c,la25_s,la120_mints,la21_c,la62_mints,la23_s,la21_s,la95_ts,la64_mints,la23_c,la93_ts,la11_mints,la88_ts,la85_mints,la57_mints,la59_mints,la65_ts,la62_s,la47_mints,la60_c,la19_ts,la3_mints,la62_c,la99_s,la60_s,la70_ts,la6_s,la4_c,la6_c,la4_s,la0_c,la106_mints,la18_ts,la2_s,la0_s,la113_mints,la2_c,la28_s,la85_c,la125_c,la28_c,la123_s,la85_s,la81_c,la87_s,la81_s,la87_c,la49_mints,la40_s,la114_s,la96_ts,la42_c,la65_c,la71_ts,la40_c,la42_s,la65_s,la126_mints,la44_s,la88_mints,la33_mints,la44_c,la8_mints,la98_ts,la83_s,la48_c,la46_s,la83_c,la48_s,la46_c,la89_c,la8_c,la33_ts,la69_s,la107_c,la89_s,la60_mints,la8_s,la69_c,la26_s,la51_ts,la84_ts,la91_ts,la24_c,la26_c,la109_mints,la24_s,la38_ts,id,la100_mints,la22_s,la66_mints,la47_ts,la114_mints,la22_c,la99_mints,la38_c,la35_mints,la112_mints,la63_c,la79_ts,la20_s,la99_ts,la63_s,la20_c,la67_c,la105_mints,la61_s,la97_ts,la98_s,la67_s,la61_c,la49_ts,la54_mints,la78_ts,la39_ts,la1_ts,la56_ts,la110_ts,la46_ts,la74_ts,la13_mints,la73_mints,la13_ts,la43_mints,la118_ts,la29_s,la29_c,la21_mints,la82_ts,la48_ts,la92_c,la5_mints,la57_ts,la115_c,la75_ts,la106_ts,la92_s,la53_mints,la98_mints,la96_c,la90_s,la41_ts,la63_mints,la55_mints,la96_s,la58_ts,la90_c,la85_ts,la72_ts,la25_mints,la119_ts,la94_mints,la118_mints,la0_ts,la115_s,la46_mints,la116_ts,la83_ts,la91_mints,la94_s,la78_c,la1_mints,la94_c,la121_ts,la78_s,la16_ts,la32_mints,la80_ts,la72_mints,la21_ts,la111_ts,la98_c,la59_ts,la14_mints,la15_mints,la62_ts,la73_ts,la37_mints,la127_ts,la117_ts,la20_mints,la40_ts,la40_mints,la17_ts,la36_mints,la33_s,la70_s,la120_ts,la33_c,la122_mints,la74_c,la72_s,la114_ts,la20_ts,la52_ts,la76_mints,la74_s,la9_mints,la72_c,la12_mints,la86_ts,la63_ts,la76_c,la19_mints,la73_c,la58_mints,la76_s,la89_ts,la6_ts,la39_mints,la26_mints
1.0,1421663378795,1421663376427,0.473684210526,1.0,1421665316341,188,1421663381200,1422875283951,1343,1.0,1422019415740,111,1423822698967,1.0,1.0,216,1015,1422871713952,1422008958315,1421678529117,1422871715172,1422021675654,263,972,1.0,1.0,1421667759049,1422871715514,1422875820389,1423078915334,1.0,1424711939866,1.0,1421667982628,1.0,239,1421663374536,69,88,132,0.173913043478,1422008966954,1422008964905,1.0,2809,1421663376315,1425297653908,1.0,-1,1.0,1422877798826,1421663378035,733,1424642679515,1421663373602,1423822699647,-1,898,1421665938127,1421663380862,0.884615384615,1422012757199,1422017275803,1423175535531,1422008963992,1.0,1421663380726,1.0,1423996034672,1422876209527,634,1421663373748,99,1423175536747,1752,1424006319983,0.838709677419,1422898216421,5,54,1478,1421663379410,1422017550565,3513,1423822698441,1422012206851,1422008959891,1421667304122,0,1421677938932,1.0,760,1423081300734,0.7,1422008967516,1422877948131,1422008966086,1422871714460,1421663380231,1421663377593,83,1422871714966,1421665593017,0,262,1421663376925,0,1424706201114,1422895137228,0,0.2,146,1255,1,3,2283,1.0,0.230769230769,1427,117,1424884729258,3,1422008960626,1422894433594,1421664887638,1.0,1.0,1424639381110,1424712348207,0,1422008958531,1423822699468,76,1424639381625,0,265,1.0,1.0,1421676498472,1422008960354,223,1422008967903,154,1421663376111,191,1422871709518,1.0,1421676760364,1.0,253,1424700279991,1.0,38,157,1.0,170,1.0,1423822698286,0,454,1422874492931,1890,1.0,0,1.0,268,1422008961760,1422012408965,1423175534095,118,2270,1424004267966,1.0,1421663378616,185,1423175538214,1.0,1.0,-1,1421666933221,1421677289123,1.0,1577,1421663374754,0.875,1.0,1910,0.166666666667,1423084131314,1422011698215,989,219,892,1421666345204,1.0,1421677593175,6,1.0,922,1.0,1422008964738,1425294736659,1420,1422895380274,1.0,246,0.25,1421666670609,1422871713252,1421679007484,1422008957953,1.0,1.0,3,531,1421663378471,1427,0,1422871715354,1.0,1422894321456,1422008965118,526,1.0,281,1421663374131,1421668499076,1422013814536,1.0,1423178896666,75,1.0,94,1.0,1421663379856,385,1424106758931,1.0,1422871711808,190,1423175538916,1.0,1422013350692,1424639380548,1424882796722,102,1421663374932,1.0,1422894218180,83,1422008964518,1424639378364,1424032814164,1423175534454,1.0,386,1422871713430,1424031411667,1422011432686,1359,1.0,1.0,1423822697862,743,1421663381425,87,0,388,1424639378661,1.0,1425297247580,1.0,217,0,0.8125,1423175536389,795,1422871713591,1424639376570,1321,0,1423996002693,166,0,0,1.0,1421681270509,339,106,1.0,283,1.0,126,1424007629549,1.0,1422871712341,1422008967516,386,1421663377432,1.0,1423822697676,1.0,158,1424639377428,1.0,1422008963567,156,251,1423997808391,1422008962150,1.0,1423181218549,1421663375295,1423081831456,1422871712883,1422008959582,1422008960979,1422894039688,339,1421663381977,1.0,1421675439817,1421663373180,1.0,1029,421,1422895650553,17,1.0,1.0,34,1.0,1423822697500,1421675271423,101,51,1423822698786,1.0,215,1.0,0.777777777778,1.0,1282,297,0,281,181,1.0,1422008959243,85,3,1423998809367,1.0,1.0,1422895885431,1.0,56,248,1424639379784,536,1422871713696,1421663379117,0,1421663373937,1424001296728,220,1.0,569,0,551,0,1.0,1.0,1422012324108,54,1.0,245,1422008961409,134,1.0,346,1422874715323,1423079695871,1423177710329,1.0,1.0,1423822699130,233,1422013993753,14168019,1423175535874,138,1422008962638,1422024760094,1423822699979,1.0,1423175538588,1.0,1421663379263,1423822698568,1.0,1423074094921,267,1424003186984,201,1.0,1.0,1423175539415,143,1424000205801,392,25,1.0,1422874197436,1422008958775,1422008967903,1422014381732,1421664520041,1422876350098,1424708429884,1422022528092,1422897129991,1421663375913,1422008965423,1421668181703,1421663381049,1423996051598,1491,1.0,1421663377793,1423079333628,1422873278125,0.947368421053,1421663373399,1422876559792,0,1422897390253,1424642548522,926,1422008959074,1423175533144,1.0,1381,1422015942624,1422008963082,1422008964263,570,1422876804446,1.0,1423080183771,1422896103109,1421663378179,1424863823976,1423175533674,1423822699301,1421664186188,3,1421663381768,1423996041021,1423078697998,1422871714167,258,0,1421663374332,0,1424880954278,1,1421668788064,1421663378959,1423077765550,1422008965803,1421676159811,1424711960034,0.75,1422877032508,-1,1421663375510,1422878422023,1422896548152,1421663380089,1425298257776,1423996009744,1421663376555,1422014626614,1421663380560,1421668980931,1421663379574,25,98,1424866613354,0,1424639379129,1.0,155,1423996025515,1421675774102,1422875015632,1422008966317,181,1421663375135,1.0,1421663375737,1423080603781,1422878775417,0.642857142857,1421663376792,0,1422008960151,472,1423082147024,1421666160642,1421663380433,1421663378335
1.0,1421826493136,1421061086340,0.473684210526,1.0,1425058190704,335,1421826494664,1425057978914,1403,1.0,1425057978482,141,1423814399996,1.0,1.0,171,912,1422610427483,1422096564770,1425058190764,1422610425883,1425058191490,185,923,1.0,1.0,1425057977708,1422610426249,1425057978998,1425058191945,1.0,1425057978115,1.0,1425058190682,1.0,236,1421061084408,57,197,42,1.0,1422096567477,1422096567073,1.0,3126,1421061085732,1425060821697,1.0,-1,1.0,1425058190523,1421061086644,440,1425058191531,1421061085628,1423814399695,-1,923,1425058191407,1421826494377,0.884615384615,1425058191590,1425058191395,1423515160889,1422096566823,1.0,1421826494478,1.0,1425058190731,1425058191573,634,1421061084668,173,1423515163049,1981,1425058191921,0.838709677419,1425057977685,2,115,1020,1421826492734,1425058192007,732,1423814398583,1425058190741,1422096565313,1425058191670,0,1425057979261,1.0,807,1425057978090,0.7,1422096567922,1425058191383,1422096567781,1422610427400,1421826494012,1421061087068,113,1422610427574,1425057978247,0,832,1421061086768,0,1425057978696,1425058191117,1.0,0.2,72,155,3,938,3465,1.0,0.230769230769,1574,128,1425057978563,3,1422096565779,1425057978861,1425058190812,1.0,1.0,1424388771181,1425057978837,0,1422096564870,1423814397929,221,1424388770789,0,1072,1.0,1.0,1425058190430,1422096564949,124,1422096568120,332,1421061086120,231,1422610425487,1.0,1425057978489,1.0,184,1425057978561,1.0,166,130,1.0,66,1.0,1423814398905,0,387,1425058190926,1403,1.0,0,1.0,289,1422096566509,1425058191381,1423515160922,136,2373,1425058191677,1.0,1421061087317,291,1423515163850,1.0,1.0,-1,1425057979374,1425057979125,1.0,907,1421061084540,1.0,1.0,1100,0,1425057978742,1425058191167,611,196,1607,1425057978533,1.0,1425058191416,5,1.0,667,1.0,1422096567212,1425057978447,1207,1425057978709,1.0,150,0.25,1425057977709,1422610426065,1425058190789,1422096564518,1.0,1.0,103,636,1421826492845,597,1.0,1422610426565,1.0,1425058190588,1422096566985,617,1.0,167,1421061083638,1425058190917,1425058190750,1.0,1425057978156,105,1.0,106,1.0,1421061087488,364,1425058191287,1.0,1422610426154,185,1423515162847,1.0,1425057979429,1424388772131,1425058191004,77,1421061085164,1.0,1425058191020,83,1422096566757,1424388769788,1425058190660,1423515162007,1.0,289,1422610425992,1425058191894,1425058190497,494,1.0,1.0,1423814396508,634,1421826494889,411,0,266,1424388768924,1.0,1425060131705,1.0,195,0,0.8125,1423515162268,549,1422610426693,1424388769402,690,0,1425057978907,303,1.0,0,1.0,1425057978943,164,72,1.0,197,1.0,78,1425058192080,1.0,1422610425764,1425058190731,306,1421061086588,1.0,1423814397316,1.0,235,1424388770180,1.0,1422096565631,212,268,1425057979209,1422096566091,1.0,1425058191801,1421061085376,1425058191380,1422610426339,1422096565485,1422096565562,1425058190873,2230,1421826495079,1.0,1425057978464,1421061083286,1.0,684,337,1425057978592,13,1.0,1.0,26,1.0,1423814397600,1425058191660,105,77,1423814396705,1.0,196,1.0,0.888888888889,1.0,2355,133,0,194,149,1.0,1422096564413,256,192,1425058190998,1.0,1.0,1425058191586,1.0,101,72,1424388769898,702,1422610426425,1421826493234,0,1421061084844,1425057979409,98,1.0,321,0,476,0,1.0,1.0,1425058190971,74,1.0,84,1422096565696,151,1.0,318,1425057977708,1425058191715,1425058191489,1.0,1.0,1423814396905,404,1425057977687,14453546,1423515161671,194,1422096566618,1425058190954,1423814398070,1.0,1423515162514,1.0,1421826493508,1423814397010,1.0,1425058191272,306,1425057979231,587,1.0,1.0,1423515163986,117,1425057978654,227,25,0.25,1425058190472,1422096565143,1425058190857,1425058191398,1425058190732,1425058190973,1425058190744,1425058191998,1425057978491,1421061085528,1422096567684,1425058190564,1421826494138,1425058190435,780,0.75,1421061087177,1425058191739,1425057978402,0.947368421053,1421061084066,1425058190698,1.0,1425058191561,1425057978482,978,1422096565042,1423515161481,1.0,1116,1425058191426,1422096566432,1422096565240,660,1425057979400,1.0,1425057979718,1425058191917,1421061086872,1425057979359,1423515161603,1423814398300,1425058123407,165,1421826494780,1425058190775,1425058190808,1422610426811,519,0,1421061083934,0,1425058190685,3,1425058190952,1421826493032,1425057977691,1422096566914,1425057977689,1425058190554,0.75,1425058190546,-1,1421061085892,1425058190641,1425057979399,1421826493648,1425057979236,1425058190499,1421061086444,1425058191616,1421826493730,1425057979390,1421826493365,28,91,1425057978912,0,1424388770442,1.0,174,1425057978573,1425058190885,1425057977687,1422096568010,158,1421061084968,1.0,1421061086012,1425057978906,1425058191353,0.642857142857,1421061086240,0,1422096565392,41,1425057979128,1425058191489,1421826493898,1421061086968
-1,1421785899362,1421785898537,-1,0,1421785897833,-1,1421785900165,-1,-1,-1,1421785900263,1,-1,-1,-1,-1,-1,-1,-1,1421785899049,-1,1421785900298,-1,-1,-1,-1,1421785898012,-1,-1,-1,0,-1,-1,1421785898091,0.333333333333,1,1420731012890,-1,-1,1,-1,-1,-1,0,-1,1421785898492,-1,-1,120,-1,-1,1421785898819,-1,-1,1421054537490,-1,0,-1,1421785897649,1421785900101,-1,1421785899651,1421785900165,-1,-1,-1,1421785900263,0,-1,-1,-1,1421055988720,1,-1,-1,-1,-1,-1,-1,1,-1,1421785899491,1421785900221,-1,-1,1421785899430,-1,1421785897890,-1,1421785898923,-1,-1,-1,-1,-1,-1,-1,-1,1421785899814,1421785899049,-1,-1,1421785898167,-1,-1,1421785898709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1421785897282,-1,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,1421785898709,-1,1,-1,-1,1421785898448,-1,-1,-1,1421785898765,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,-1,1421785899491,-1,1,-1,-1,0,1421785899287,1,-1,-1,0.333333333333,1420731148490,1421785897861,1421785898819,-1,-1,1421054937601,-1,0,-1,-1,-1,1421785899362,-1,1,-1,1421056452037,-1,1421785898870,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1421785897585,-1,1421785900009,-1,-1,-1,-1,-1,1421785899165,-1,-1,-1,-1,-1,-1,-1,0,2,1420731012816,1421785898372,1421785899870,1.0,-1,1,0,1,0.2,1421785900009,-1,-1,0,-1,195,-1,-1,1421785899703,-1,-1,46,1421785897890,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1421785899165,-1,-1,-1,-1,1,1421785900298,-1,0,-1,-1,0,-1,-1,1,0,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1421785899287,-1,1,1.0,-1,1.0,53,-1,-1,-1,-1,1,1421785898765,0,-1,0,1,-1,0,-1,1,1,-1,-1,0,-1,1421785897996,-1,-1,-1,-1,-1,-1,1421785900441,-1,1421785898590,1421054538204,-1,-1,-1,-1,13,0,1.0,2,1.0,-1,1421785898537,9,15,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0.333333333333,-1,-1,0,1,-1,-1,1,-1,1421785899567,0,1421055988557,-1,-1,-1,1,-1,-1,0,-1,0,1421785899567,-1,-1,-1,-1,2,-1,1,-1,-1,-1,0,0,-1,1,1421785899814,vihavai,-1,1,-1,1421785900441,-1,0,-1,0,1421785899651,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1421785899954,1420731099151,-1,-1,1421785900398,-1,1421785898253,-1,1421785898253,1421785900221,-1,1,0,1421785899255,-1,-1,-1,1421785897649,-1,-1,-1,-1,-1,-1,-1,-1,-1,1421785900101,-1,-1,-1,-1,-1,-1,-1,1421785898870,-1,-1,-1,1420731052063,-1,1421785900398,-1,-1,-1,-1,-1,1420731012646,-1,-1,-1,1421785898448,1421785899430,-1,-1,1421785899255,-1,-1,-1,1420731012964,1421785898372,-1,-1,1421785899870,-1,-1,1421785898654,1421785900065,1421785900065,1421785898492,1421785899703,1,-1,-1,0,-1,-1,-1,-1,1421785898654,-1,-1,-1,1421785897861,-1,1421785898091,-1,-1,-1,1421785898590,-1,-1,-1,-1,1421055301087,1421785899954,1421785898923
1.0,1421686941354,1421054736001,0,1.0,1423041704502,559,1421686942385,1423497399202,52,1.0,1423138106433,256,1423828088011,1.0,1.0,376,1571,1422727763935,1422010198331,1427970811889,1422727762889,1423138110009,271,2093,1.0,1.0,1427970779937,1422727763404,1423497402249,1423856301183,0,1425563346159,1.0,1427970782248,0.666666666667,468,1421054727523,130,289,404,1.0,1422010207394,1422010204490,1.0,1347,1421054736492,1425037913038,1.0,-1,1.0,1423497420157,1421054739414,777,1425563336679,1421054731048,1423828094765,-1,698,1423041709836,1421686942151,0.884615384615,1423138079716,1423138099366,1423214878411,1422010203960,1.0,1421686942901,1.0,1425563351300,1423497404984,869,1421054728827,338,1423214877744,1175,1424604505760,0.838709677419,1423497475550,5,141,1492,1421686941557,1423138102524,1021,1423828084353,1423138073318,1422010200693,1427970757249,0,1427970809952,1.0,1589,1424081858383,0.7,1422010206667,1423497423282,1422010207098,1422727763576,1421686942541,1421054740168,412,1422727763826,1423041707068,0,716,1421054737823,1.0,1425563340110,1423497445045,1.0,0.2,305,4,392,701,3082,1.0,0,1908,192,1425563376530,1563,1422010202809,1423497441998,1423041701610,1.0,1.0,1424426837161,1425563347717,0.722222222222,1422010199846,1423828091232,461,1424426837256,0,395,0.8,1.0,1427970802639,1422010197980,366,1422010207612,339,1421054735623,416,1422727762529,1.0,1427970804577,1.0,368,1425563361079,1.0,110,226,1.0,123,0.5,1423828087333,0,584,1423497329325,4331,0,0,1.0,318,1422010201671,1423138078113,1423214875904,133,5382,1424604501263,1.0,1421054740721,460,1423214877186,1.0,1.0,-1,1423041723684,1427970806327,1.0,1075,1421054729954,1.0,1.0,2643,0.166666666667,1424081863647,1423138071117,712,242,2411,1423041718680,1.0,1427970808249,8,1.0,2126,1.0,1422010205326,1425563378368,2706,1423497448216,1.0,496,0.25,1423041721122,1422727762764,1427970813624,1422010195054,1.0,1.0,207,1053,1421686941760,1564,1.0,1422727764029,1.0,1423497439185,1422010204831,758,1.0,349,1421054728448,1427970787389,1423138084693,1.0,1424604466160,187,1.0,73,1.0,1421054741366,385,1424440389205,1.0,1422727762670,873,1423214877584,1.0,1423138081937,1424426838268,1425070472665,190,1421054733860,1.0,1423497432074,121,1422010203049,1424426837445,1424440386846,1423214878221,1.0,339,1422727762998,1424440385735,1423138068840,799,1.0,1.0,1423828082699,1074,1421686942994,395,0,306,1424426838674,1.0,1425563386407,0.666666666667,235,0,0.8125,1423214876948,1182,1422727763326,1424426837842,1878,0,1424604482378,347,1.0,0,1.0,1427970815452,251,253,1.0,64,1.0,240,1424604508839,1.0,1422727763076,1423497478612,330,1421054738599,1.0,1423828083115,1.0,247,1424426838396,1.0,1422010201926,362,567,1424604486024,1422010202462,1.0,1424604471450,1421054733999,1424081860219,1422727763248,1422010199580,1422010200371,1423497435185,385,1421686943166,1.0,1427970796077,1421054727238,1.0,1310,253,1423497452467,43,1.0,1.0,29,1.0,1423828086461,1427970794170,143,136,1423828085799,1.0,336,1.0,0.888888888889,1.0,1747,219,0,232,207,1.0,1422010197494,298,137,1424604488776,1.0,1.0,1423497457220,1.0,79,383,1424426837878,955,1422727763154,1421686941651,0,1421054730359,1424604494706,82,1.0,949,0,1151,0,1.0,1.0,1423138075933,16,1.0,234,1422010201100,289,1.0,949,1423497390029,1423856308121,1424105815959,1.0,1.0,1423828085293,615,1423138088614,14452246,1423214876490,238,1422010203436,1423138115429,1423828094397,1.0,1423214876732,1.0,1421686941932,1423828083509,1.0,1423856281398,465,1424604497961,351,1.0,0.333333333333,1423214878579,481,1424604491136,833,307,1.0,1423497322710,1422010199234,1423497481315,1423138091238,1423041697351,1423497407718,1425563342554,1423138113733,1423497469737,1421054734741,1422010205510,1427970784842,1421686942479,1425563357009,1979,1.0,1421054739041,1423856304620,1423497306866,0.947368421053,1421054729351,1423497410703,1.0,1423497472862,1425563334172,1162,1422010198923,1423214876072,1.0,1486,1423138097164,1422010202126,1422010198594,578,1423497414078,1.0,1424081854720,1423497460095,1421054738181,1425563383850,1423214876301,1423828096289,1423041686794,242,1421686943073,1425563353294,1423856288149,1422727763482,111,0,1421054727912,0,1425563380430,1338,1427970789983,1421686941463,1423856284680,1422010205059,1427970800717,1425563344213,0.75,1423497417172,-1,1421054735222,1423497426532,1423497462939,1421686942041,1425563367970,1425563355403,1421054737396,1423138094162,1421686942307,1427970791998,1421686941838,123,206,1425563382149,1.0,1424426836577,1.0,325,1425563349735,1427970798420,1423497394216,1422010205682,570,1421054731611,1.0,1421054734252,1424081856662,1423497429313,1.0,1421054736997,0,1422010200032,631,1424081862080,1423041712286,1421686942229,1421054739781
1.0,1421663026528,1421055085801,0.473684210526,1.0,1421059659766,183,1421663028621,1422471483868,2485,1.0,1421945148302,193,1423991467698,1.0,1.0,520,1240,1422706552698,1422455798396,1421616430052,1422706551826,1421949293653,306,2261,1.0,1.0,1421759189127,1422706552209,1422480358537,1422971865289,1.0,1424604690780,1.0,1421759189101,0.666666666667,559,1421055081104,101,94,388,1.0,1422455800250,1422455799578,1.0,3004,1421055084934,1425148732844,1.0,-1,1.0,1422529424304,1421055086156,870,1424120223708,1421055082434,1423991467841,-1,600,1421061260068,1421663027893,0.884615384615,1421670046392,1421932534733,1423168591663,1422455799391,1.0,1421663028792,1.0,1424638948111,1422481387963,1077,1421055082636,298,1423168592438,660,1424034516665,0.838709677419,1422834007997,1480,458,1347,1421663027047,1421933174168,929,1423991467291,1421667350724,1422455798694,1421583912659,1.0,1421596245270,1.0,1804,1423002342524,0.7,1422455800351,1422529653744,1422455799722,1422706552651,1421663027736,1421055087334,469,1422706552824,1421060117185,0,669,1421055086803,1.0,1424459334501,1422709923678,1.0,0.2,85,2676,342,554,2973,1.0,0.230769230769,1851,304,1425148646743,1370,1422455799131,1422708478202,1421058403023,1.0,1.0,1424426537321,1424628243036,0.944444444444,1422455798443,1423991467777,681,1424426537614,0,428,1.0,1.0,1421759189134,1422455798321,654,1422455800400,206,1421055083858,338,1422706551696,1.0,1421759189140,1.0,216,1424208212217,1.0,118,247,1.0,317,0,1423991467527,0,1180,1422467480503,2553,0,0,1.0,333,1422455799183,1421668247544,1423168591862,267,4761,1424005349087,1.0,1421055087496,529,1423168592233,1.0,1.0,-1,1421759189140,1421592716588,1.0,2423,1421055083001,1.0,1.0,1875,0.166666666667,1423084752742,1421665915740,1756,276,2135,1421759189133,1.0,1421594015884,11,1.0,1124,1.0,1422455799445,1425239877035,1374,1422710378458,1.0,169,0.25,1421759189146,1422706551892,1421759189147,1422455798030,1.0,1.0,244,837,1421663026680,898,0,1422706552258,1.0,1422832424127,1422455799793,669,1.0,409,1421055080846,1421759189126,1421761527317,1.0,1423173674817,176,1.0,358,1.0,1421055087746,516,1424348476427,1.0,1422706551772,801,1423168592374,1.0,1421757217758,1424426531622,1425249079939,119,1421055083221,1.0,1422563445254,50,1422455799352,1424426529002,1424076299112,1423168591403,1.0,461,1422706552104,1424051284662,1421664016295,685,1.0,1.0,1423991467035,1752,1421663029097,95,0,1134,1424426529979,1.0,1425247671722,1.0,185,0,0.8125,1423168592008,1546,1422706552397,1424426528999,1932,0,1423582187935,377,1.0,0,1.0,1421623878637,523,387,1.0,148,1.0,181,1424037241513,1.0,1422706551941,1422835217211,918,1421055086996,1.0,1423991466877,0.833333333333,177,1424426528962,1.0,1422455799081,229,449,1423679157243,1422455799224,1.0,1423432611143,1421055083635,1423003905897,1422706552158,1422455798866,1422455798960,1422707205389,526,1421663029543,1.0,1421759189129,1421055079259,1.0,1711,323,1422821481608,15,1.0,1.0,29,1.0,1423991467131,1421759189113,253,176,1423991467370,1.0,210,1.0,1.0,1.0,2354,174,0,546,151,1.0,1422455798221,204,197,1423690289675,1.0,1.0,1422822324536,1.0,77,217,1424426528961,685,1422706552027,1421663026783,0,1421055082033,1423995087144,165,1.0,752,0,925,0,1.0,1.0,1421667625840,144,1.0,358,1422455799017,338,1.0,543,1422468274330,1422984190327,1423089605266,1.0,1.0,1423991467452,526,1421866929317,14020377,1423168591788,143,1422455799298,1422035470098,1423991467616,1.0,1423168591935,1.0,1421663027197,1423991467214,1.0,1422965767981,443,1423998357083,299,1.0,1.0,1423168592524,111,1423992569183,896,21,1.0,1422466834228,1422455798794,1422839421927,1421762564625,1421057554427,1422481600737,1424461202116,1421960048935,1422832260611,1421055083463,1422455799660,1421759189146,1421663028238,1424644487476,1731,1.0,1421055086378,1422972983929,1422459995737,0.947368421053,1421055081668,1422482382076,1.0,1422832816119,1424101353403,1947,1422455798505,1423168591731,1.0,1582,1421876644868,1422455799261,1422455798613,1822,1422483172318,1.0,1422984583868,1422823058810,1421055086587,1425044390260,1423168591579,1423991468098,1421057386723,410,1421663029390,1424640575531,1422971699250,1422706552330,486,0,1421055081390,0,1425153580402,958,1421759189125,1421663026931,1422969424779,1422455799501,1421759189149,1424471203267,0.75,1422483869473,-1,1421055085344,1422532888538,1422825256208,1421663027566,1425253434994,1424641065991,1421055085968,1421764368533,1421663028039,1421759189136,1421663027426,124,250,1425050991385,0,1424426528959,1.0,256,1424630233524,1421759189147,1422469037381,1422455800293,236,1421055082819,1.0,1421055085115,1423000755623,1422535232371,1.0,1421055085597,0,1422455798747,187,1423079916660,1421759189129,1421663028428,1421055087162
